date,revenue,users,conversion_rate,customer_satisfaction,churn_rate
2025-05-23 23:47:42.251676,109981.63064853149,4637.82586877564,0.05050448202479455,4.121348342604941,0.024285219861113837
2025-05-24 23:47:42.251676,85377.9543857163,5474.81130739102,0.06465960682791508,4.267023408543937,0.026849797735816507
2025-05-25 23:47:42.251676,108831.02587060467,3857.6698408022894,0.073946845655627,4.114242630200045,0.029862308212270074
2025-05-26 23:47:42.251676,104150.70660357684,4578.888158880604,0.06282773392854529,4.681959451330744,0.025018025434834668
2025-05-27 23:47:42.251676,84939.17281945674,5121.181010083754,0.06507561275124944,4.32162802053813,0.02675436364828898
2025-05-28 23:47:42.251676,123658.71305222233,4838.330627553584,0.060575067193147966,4.652885037667389,0.02774305898829725
2025-05-29 23:47:42.251676,129560.47019448593,5147.279895531365,0.04692755151361352,4.811779120619288,0.029414327594185625
2025-05-30 23:47:42.251676,106651.38373821374,5076.119671259168,0.03632261985359543,4.099189350197919,0.03557287065066123
2025-05-31 23:47:42.251676,87377.68996371813,5391.8427069165455,0.07228192146100579,4.514414199799902,0.02794534444614233
2025-06-01 23:47:42.251676,98871.28561011954,4739.7812042167625,0.038045987455797466,4.1253533789332995,0.026596531268148343
2025-06-02 23:47:42.251676,114228.69953978728,5304.351716707137,0.04969112936282642,4.31596651221729,0.028314598991782937
2025-06-03 23:47:42.251676,107276.8545909339,5080.470195785383,0.060269650564495,4.253116196923848,0.030667346942851777
2025-06-04 23:47:42.251676,76043.38834204731,5489.144553958257,0.06653584149160847,4.02182534211632,0.030575921366357596
2025-06-05 23:47:42.251676,101976.56398294556,5635.560081257855,0.04548628489923716,4.44265112677904,0.03243362895989667
2025-06-06 23:47:42.251676,73055.80452878898,5182.115813701259,0.05626365189647857,4.339888324732858,0.028758326074352712
2025-06-07 23:47:42.251676,109701.66451257348,6005.776009170654,0.040059568000863965,4.044430663550058,0.04370725039758655
2025-06-08 23:47:42.251676,89712.209588133,5085.064413487824,0.056084996198887946,4.331713936378184,0.03262208935720631
2025-06-09 23:47:42.251676,114090.00452476926,5083.129919514026,0.05843196087292679,4.659432490221163,0.027013218661993774
2025-06-10 23:47:42.251676,82581.10783388904,5710.080240788089,0.04386870074763877,4.654403310354754,0.034525453129855686
2025-06-11 23:47:42.251676,98240.01484498523,4790.579157108747,0.047164725188421894,4.001947133907961,0.032025578129222465
2025-06-12 23:47:42.251676,108192.56463462504,5183.860470839394,0.04281688078925271,4.197253697883368,0.03766450226762654
2025-06-13 23:47:42.251676,130049.00456127364,5492.227274895588,0.047607979365692575,3.981807844440089,0.027954982935687375
2025-06-14 23:47:42.251676,114610.72982685632,6540.392513946046,0.03927650194319107,4.948309638926673,0.038833364987656695
2025-06-15 23:47:42.251676,83667.62857173549,4902.41246231381,0.05522498600131211,4.179842314073002,0.035041395671029756
2025-06-16 23:47:42.251676,78022.72779575798,5240.240743041744,0.03167144103925695,4.40707050634581,0.0361647224231966
2025-06-17 23:47:42.251676,103575.59489571393,5130.71462379401,0.04751035795562333,4.274956177732108,0.034619119339965365
2025-06-18 23:47:42.251676,116969.53719124413,4088.0617864707046,0.04555272769505811,3.4985975109393452,0.034634389409441746
2025-06-19 23:47:42.251676,92900.76705017217,5083.408612540489,0.05519000017728567,4.530306423749395,0.042635635376716725
2025-06-20 23:47:42.251676,97741.34418449459,5072.781145669663,0.051241886552663075,4.1744255514352435,0.025831820833849977
2025-06-21 23:47:42.251676,78514.1557102455,5469.470322676669,0.05580734156443791,3.8172119928945967,0.036268085539361616
2025-06-22 23:47:42.251676,109460.30252792026,5304.9814859518165,0.06206677610765539,3.9378167500331633,0.03228241061390231
2025-06-23 23:47:42.251676,119201.14058263307,4433.200662982281,0.05605688458446397,3.566202446898905,0.029436605903821855
2025-06-24 23:47:42.251676,117014.36757062687,5011.816342077714,0.04908403836691232,4.344050504659442,0.0308375238262974
2025-06-25 23:47:42.251676,107338.90290644285,4981.569764442892,0.05425841318205634,4.344252775325433,0.036358433468141674
2025-06-26 23:47:42.251676,87881.26920019834,5163.3591420187695,0.04244283015410623,4.211051045647021,0.025347708436215945
2025-06-27 23:47:42.251676,101345.53481418814,5113.971675884066,0.04028801910152177,3.6635468645780156,0.03329979609024711
2025-06-28 23:47:42.251676,84279.9885788545,5498.365401547253,0.06111316692598835,4.766273888327866,0.03714427430684022
2025-06-29 23:47:42.251676,85678.58305057074,5550.253427556443,0.04378441232139133,4.180597382418561,0.0335667761226129
2025-06-30 23:47:42.251676,93320.19164855526,5450.822384453933,0.040571032489756076,4.492546820304959,0.0293822851248739
2025-07-01 23:47:42.251676,102838.42263515531,4672.063400725303,0.05187868611129971,3.72507525391235,0.03302730493032157
2025-07-02 23:47:42.251676,101731.599496018,4831.871658601144,0.05092742349259205,4.056222318985795,0.02380977372824325
2025-07-03 23:47:42.251676,107345.97924112368,5124.019139840233,0.05421560906263008,3.9978435506611185,0.01953654878177366
2025-07-04 23:47:42.251676,71190.76253979249,5388.855820252798,0.046777768155740786,4.2392577603791635,0.03206920758603918
2025-07-05 23:47:42.251676,101884.17827433634,4530.951812336908,0.061736357392218486,3.8099584111574236,0.025044408453829155
2025-07-06 23:47:42.251676,81973.42343817453,4382.504030023356,0.05265226345719974,3.8976543634558687,0.026972521802294598
2025-07-07 23:47:42.251676,89505.8258701927,4933.60642271918,0.03948484846171088,4.316257573682365,0.02907146931317632
2025-07-08 23:47:42.251676,101470.48378387606,4617.41851584404,0.05850047706804512,3.6896787558724786,0.030880357861300927
2025-07-09 23:47:42.251676,115532.21498868229,4621.939903967582,0.04255148800632721,4.153138369726345,0.03344724631321866
2025-07-10 23:47:42.251676,96929.13705453573,4856.047508340046,0.058403236632295845,4.168112011467409,0.03352343107225228
2025-07-11 23:47:42.251676,117152.6378411236,4277.234941278364,0.038479537203635304,4.344663396733822,0.033932475387948295
2025-07-12 23:47:42.251676,83353.20682645132,4964.651250592806,0.03999793431513651,4.839559788881326,0.025731474562745497
2025-07-13 23:47:42.251676,101354.51608091997,4562.24677097987,0.04319093898065451,4.122843297531668,0.030671566002542682
2025-07-14 23:47:42.251676,75744.34981712709,5294.438971168628,0.047909724415683634,4.475062961787762,0.025272070243789743
2025-07-15 23:47:42.251676,123223.64064637234,5068.676012986449,0.057979550873705876,4.479733251707454,0.034438327858560505
2025-07-16 23:47:42.251676,75634.65986165678,5022.921619415071,0.0614155253056325,4.355346845178835,0.018948519628770824
2025-07-17 23:47:42.251676,93630.65441618857,4409.268321978053,0.042863641870937504,4.4380718289382575,0.026377102219381745
2025-07-18 23:47:42.251676,86458.55349735526,5137.2690666219405,0.0542075912806345,3.8865957590668327,0.026488903114134623
2025-07-19 23:47:42.251676,110742.51824180073,4972.119751377842,0.05560707643980992,4.139789761764299,0.02379652509124455
2025-07-20 23:47:42.251676,102131.92581084135,4435.7163274409595,0.04619645800926576,4.969780819405382,0.03684898186074669
2025-07-21 23:47:42.251676,81753.64018484417,4395.871031752882,0.0411022543838396,4.518124156779967,0.025934885364260887
2025-07-22 23:47:42.251676,87668.6135045029,4581.9328203937985,0.0549521390029537,4.440177590231288,0.025299860738082148
2025-07-23 23:47:42.251676,75156.5983335642,5266.4291659042365,0.04548931880852843,4.024240050769692,0.025524565195510045
2025-07-24 23:47:42.251676,101625.91357875903,4504.626295154807,0.0419765355843455,4.015145588810943,0.034207468008808986
2025-07-25 23:47:42.251676,105087.79264056458,4467.698248995882,0.05139589008051809,4.061469007060024,0.0160543968847893
2025-07-26 23:47:42.251676,126674.14097199473,5077.246756624295,0.01814575706800175,5.0089936591028295,0.030697853129965612
2025-07-27 23:47:42.251676,115322.76218961217,4506.571193523812,0.03644851707004999,4.0967866291725485,0.024465448680034686
2025-07-28 23:47:42.251676,87814.72179617119,5080.3610269726805,0.04090848539129187,4.5922285909710805,0.025056527446399305
2025-07-29 23:47:42.251676,103563.09321641497,4375.965849719869,0.07132033525966155,4.354229839462108,0.03218224669567443
2025-07-30 23:47:42.251676,92454.40263535042,4258.574473333628,0.045505353977289664,4.438229079048487,0.031284578274915306
2025-07-31 23:47:42.251676,93103.7047262537,4009.710502382338,0.059934998015284985,4.305041342103439,0.025423040842597958
2025-08-01 23:47:42.251676,76829.30736826107,4127.300356950895,0.06179750701107537,3.6249082906432397,0.02566194108743459
2025-08-02 23:47:42.251676,112044.3256807497,4842.385262601775,0.054836100377697566,4.7788313847114425,0.03676358323938261
2025-08-03 23:47:42.251676,98191.24379682635,4188.939990072733,0.037026658524939665,4.394548862917383,0.03338015154751891
2025-08-04 23:47:42.251676,109625.5750329615,5602.538433251699,0.053436193750287624,4.330559826682735,0.03336534064864369
2025-08-05 23:47:42.251676,68970.37436516411,5233.860159359085,0.060534579722521464,4.419443399832117,0.02890071335152613
2025-08-06 23:47:42.251676,83141.12663393057,5241.6971072880715,0.04626759389200209,4.2060574094658,0.02393743220053296
2025-08-07 23:47:42.251676,91612.64294229685,4834.36196597289,0.05630707697036549,3.6498667957637663,0.03608269798075152
2025-08-08 23:47:42.251676,89526.18110372339,4788.967950264275,0.0416831578571354,4.008455368842804,0.02887484618717019
2025-08-09 23:47:42.251676,117321.77906072907,4285.962230861087,0.046155533869699,3.318404218200815,0.037620254250083765
2025-08-10 23:47:42.251676,105485.88457579695,5533.478696312799,0.028173276770941114,3.7578054815308857,0.03517895693100124
2025-08-11 23:47:42.251676,92176.53120253382,5382.292410793458,0.029505956695555786,4.117031673562914,0.02075958444741731
2025-08-12 23:47:42.251676,127025.18442634711,5922.068407855824,0.04398847902718865,4.250197924874513,0.02921055713711482
2025-08-13 23:47:42.251676,124839.69276945925,4516.284878200469,0.06079534584110539,3.8011657038078694,0.022465288980901797
2025-08-14 23:47:42.251676,104062.58669076451,4547.708705495604,0.06731909473187861,3.732104999528132,0.028670816863205037
2025-08-15 23:47:42.251676,95537.75567022017,4705.956914551492,0.05421962920438617,4.18748997434477,0.031834137335992656
2025-08-16 23:47:42.251676,79446.13719985125,4368.235929104375,0.04227637416282195,4.17051888526437,0.026926897610348693
2025-08-17 23:47:42.251676,100889.08364374853,4859.965005159911,0.055785375538915424,4.213237121204123,0.029352965218305667
2025-08-18 23:47:42.251676,61869.31488635428,4795.388348903013,0.04792406810429831,4.133139361376303,0.02980002654070391
2025-08-19 23:47:42.251676,115788.11356359752,5446.227559106324,0.035255664032231564,4.363777933694135,0.03673861547423038
2025-08-20 23:47:42.251676,114443.18851910662,5596.5622518462005,0.05513254164245153,4.24391412322196,0.02553033128028108
2025-08-21 23:47:42.251676,59414.77780698158,5385.577531245977,0.05109052150003595,4.15487545755947,0.03618519939327143
